,0,1,2
0,-0.7335477125125794,-1.041418009376989,0.177216861993874
1,-0.6494168505844655,-1.0505834087207393,0.02177755789587093
2,-0.544253273174331,-1.0620401579004497,0.1383570359693732
3,-0.3970242648001425,-1.078079606752026,0.3932774946900983
4,-0.22876254094392726,-1.0964104054395463,0.37307038515735863
5,-0.01843538612365814,-1.119323903798945,0.07929010041213277
6,0.25498991514269176,-1.1491114516661647,0.02177755789587093
7,0.6125460783371491,-1.188064398877143,-0.3108625528738535
8,1.0332003879776874,-1.233891395595942,-0.5844357280863397
9,1.5800509905103874,-1.29346649133038,-0.8580089032988258
10,2.2951633168993015,-1.3713723857523372,-1.2295088400930532
11,3.1364719361803783,-1.463026379189935,-1.503082015305537
12,-0.8597478821171506,-1.113231387183644,0.21063631237494518
13,-0.8050628218638806,-1.1191888967570875,0.40959862162038924
14,-0.7335515892249892,-1.1269794861992832,0.47021995021861274
15,-0.6494207272968815,-1.1361448855430434,0.29612792962884643
16,-0.5442571498867469,-1.147601634722743,0.15934134202260444
17,-0.3970281415125585,-1.1636410835743223,0.29923671571080807
18,-0.22876641765634315,-1.1819718822618421,0.24172417319454623
19,-0.018439262836074055,-1.204885380621241,-0.14842848009144224
20,0.25498603843027584,-1.2346729284884603,-0.2836606746567034
21,0.6125422016247333,-1.2736258756994392,-0.6147463923854514
22,1.0331965112652715,-1.319452872418238,-0.847905348532456
23,1.5800471137979715,-1.3790279681526756,-1.1012714142122002
24,2.2951594401868856,-1.456933862574633,-1.3344303703592049
25,3.1364680594679624,-1.5485878560122306,-1.8629240042924162
26,-0.9649153607758879,-1.1879150573511372,-0.8925164288085816
27,-0.937572830649253,-1.1908938121378596,-0.354696436629492
28,-0.9018172143298072,-1.1947891068589576,-0.03915464931054563
29,-0.8597517833657536,-1.1993718065308372,0.29503985450016185
30,-0.8050667231124835,-1.2053293161042804,0.554623492343825
31,-0.7335554904735924,-1.2131199055464765,0.6276799652698862
32,-0.6494246285454846,-1.2222853048902367,0.4411528003522843
33,-0.54426105113535,-1.233742054069936,0.06809847051707613
34,-0.39703204276116144,-1.2497815029215151,-0.15728852042502653
35,-0.2287703189049462,-1.2681123016090352,-0.21324666990030977
36,-0.018443164084677083,-1.2910257999684338,-0.5692026762847355
37,0.2549821371816728,-1.3208133478356534,-0.7370771247105785
38,0.6125383003761301,-1.3597662950466323,-0.9065059661774024
39,1.0331926100166684,-1.405593291765431,-1.1303385640785264
40,1.5800432125493684,-1.4651683874998687,-1.3728238784714115
41,2.2951555389382827,-1.5430742819218262,-1.5982108694135164
42,3.1364641582193595,-1.6347282753594237,-2.0085706322322445
43,-0.9649172991321368,-1.2307425533042948,-1.0050544849755365
44,-0.9375747690055016,-1.233721308091017,-0.3568725868868634
45,-0.901819152686056,-1.237616602812115,-0.002470973543416256
46,-0.8597537217220023,-1.2421993024839946,0.35037624675905005
47,-0.8050686614687323,-1.2481568120574382,0.6270582080534957
48,-0.7335574288298409,-1.255947401499634,0.6488197106272184
49,-0.6494265669017333,-1.2651128008433938,0.35814821196394975
50,-0.5442629894915986,-1.2765695500230934,-0.10972409337103801
51,-0.3970339811174102,-1.292608998874673,-0.4190483085260655
52,-0.22877225726119488,-1.3109397975621928,-0.4174939154850847
53,-0.01844510244092576,-1.3338532959215912,-0.6693055881238503
54,0.25498019882542416,-1.363640843788811,-0.9211172607626138
55,0.6125363620198815,-1.4025937909997894,-1.0750021718196383
56,1.0331906716604198,-1.4484207877185886,-1.4636004320646459
57,1.5800412741931196,-1.5079958834530265,-1.75427193072791
58,2.2951536005820334,-1.5859017778749838,-2.261004062087401
59,3.1364622198631102,-1.6775557713125813,-2.610742496307908
60,-0.7335479992020422,-1.2534435778254305,0.32037646106813583
61,-0.6494171372739346,-1.2626089771691906,0.14473004743739307
62,-0.5442535598637999,-1.2740657263488906,0.12607733094563198
63,-0.3970245514896115,-1.2901051752004697,0.2442112020601151
64,-0.22876282763339623,-1.3084359738879894,0.24576559510109372
65,-0.018435672813127083,-1.3313494722473882,-0.08532012262765208
66,0.25498962845322276,-1.3611370201146082,-0.25941214321741624
67,0.6125457916476803,-1.4000899673255862,-0.5127782088971605
68,1.0332001012882184,-1.4459169640443854,-0.8438639266259063
69,1.5800507038209184,-1.505492059778823,-1.0785772758138916
70,2.295163030209833,-1.5833979542007808,-1.5060353620834002
71,3.1364716494909097,-1.675051947638378,-1.7982612537876452
72,-0.937573117338759,-1.4029618164646227,-0.49894411083243845
73,-0.9018175010193131,-1.4068571111857207,-0.16474960702173097
74,-0.8597520700552594,-1.4114398108576,0.24871894187895663
75,-0.8050670098019895,-1.417397320431044,0.5051937936406625
76,-0.7335557771630979,-1.4251879098732394,0.5860222317716213
77,-0.6494249152349906,-1.434353309216999,0.3917231016491197
78,-0.5442613378248559,-1.4458100583966993,0.023331950936851757
79,-0.39703232945066735,-1.4618495072482782,-0.4429859613571574
80,-0.22877060559445211,-1.4801803059357979,-0.46008428480793767
81,-0.01844345077418298,-1.503093804295197,-0.6341763053977018
82,0.25498185049216693,-1.5328813521624165,-0.924847804060966
83,0.6125380136866243,-1.571834299373395,-1.1377996506752308
84,1.0331923233271627,-1.617661296092194,-1.3709586068222355
85,1.5800429258598623,-1.677236391826632,-1.6025631699282592
86,2.295155252248777,-1.7551422862485893,-1.991161430173267
87,3.136463871529854,-1.8467962796861865,-2.4978935615327575
88,-0.9018100097477857,-1.4472065484978183,0.3890806334794521
89,-0.8597445787837319,-1.4517892481696986,0.5274216141266771
90,-0.8050595185304621,-1.457746757743142,0.6673169878148807
91,-0.7335482858915704,-1.465537347185338,0.689078490388599
92,-0.649417423963463,-1.4747027465290974,0.6129132313805761
93,-0.5442538465533283,-1.4861594957087974,0.39996138476631343
94,-0.39702483817913986,-1.5021989445603765,0.22586936417654932
95,-0.22876311432292457,-1.5205297432478964,0.07198445311952709
96,-0.018435959502655423,-1.5434432416072952,-0.1611745030274775
97,0.2549893417636945,-1.5732307894745146,-0.551327156313466
98,0.612545504958152,-1.6121837366854932,-0.7456262864359697
99,1.03319981459869,-1.658010733404292,-1.0767120041647156
100,1.58005041713139,-1.7175858291387303,-1.3875906123607218
101,2.295162743520304,-1.795491723560688,-1.6207495685077262
102,3.1364713628013807,-1.8871457169982846,-2.306236899579919
103,-0.9018138864602335,-1.5328047576287123,0.17068841122175982
104,-0.8597484554961798,-1.5373874573005923,0.4846758054997254
105,-0.8050633952429099,-1.543344966874036,0.7007364381959476
106,-0.7335521626040185,-1.5511355563162315,0.7598033737531924
107,-0.6494213006759109,-1.5603009556599912,0.6634310052124298
108,-0.5442577232657763,-1.5717577048396911,0.35255239701642144
109,-0.39702871489158764,-1.5877971536912707,-0.09666719182680747
110,-0.2287669910353725,-1.6061279523787904,-0.30961903844107014
111,-0.018439836215103325,-1.629041450738189,-0.4075458000228136
112,0.2549854650512466,-1.6588289986054086,-0.7572842342433205
113,0.612541628245704,-1.6977819458163872,-0.990443190390325
114,1.0331959378862423,-1.7436089425351857,-1.2049494300455685
115,1.5800465404189423,-1.803184038269624,-1.4583154957253128
116,2.295158866807856,-1.8810899326915815,-1.750541387429558
117,3.136467486088933,-1.9727439261291788,-2.003907453109304
118,-0.9375734040283342,-1.61510923456903,-0.27184728754525617
119,-0.9018177877088883,-1.6190045292901274,0.06390160930642988
120,-0.8597523567448345,-1.623587228962008,0.39965050615811815
121,-0.8050672964915646,-1.6295447385354516,0.6576797509608027
122,-0.7335560638526731,-1.637335327977647,0.698093970026282
123,-0.6494252019245657,-1.6465007273214065,0.5053492329447613
124,-0.5442616245144308,-1.6579574765011065,0.11519657965877284
125,-0.39703261614024243,-1.6739969253526863,-0.354230118717198
126,-0.2287708922840272,-1.6923277240402055,-0.7039685529377049
127,-0.018443737463758044,-1.7152412223996043,-0.7614810954539645
128,0.2549815638025919,-1.745028770266824,-0.9542258325354896
129,0.6125377269970493,-1.7839817174778025,-1.2853115502642356
130,1.0331920366375875,-1.8298087141966013,-1.4407508543622385
131,1.5800426391702873,-1.8893838099310396,-1.712769636533744
132,2.2951549655592016,-1.9672897043529969,-2.2397088774259744
133,-0.9375753423846234,-1.6579830811900078,-0.30200251254026916
134,-0.9018197260651772,-1.661878375911105,0.05239910080317796
135,-0.8597542951011237,-1.666461075582985,0.3865936046138854
